"id:ID","uri","uuid","label","name","ordinal","description","data_type","role","core","value_domain","code_list","code_list_uri"
"154","https://sdtm.d4k.dk/ig/EC/ECLNKID","a1046e6b-03a9-4a09-a890-4d72f0af9e69","Link ID","ECLNKID","8","Identifier used to link related records across domains.","Char","Identifier","Perm","","",""
"155","https://sdtm.d4k.dk/ig/EC/ECLNKGRP","d5583456-6613-4d59-9bda-2e4241810af1","Link Group ID","ECLNKGRP","9","Identifier used to link related, grouped records across domains.","Char","Identifier","Perm","","",""
"156","https://sdtm.d4k.dk/ig/EC/ECTRT","2853237c-1bf8-4173-b688-b2172dcbd15a","Name of Treatment","ECTRT","10","Name of the intervention treatment known to the subject and/or administrator.","Char","Topic","Req","","",""
"157","https://sdtm.d4k.dk/ig/EC/ECMOOD","bea7d480-e015-4962-9ff2-a1b542a34214","Mood","ECMOOD","11","Mode or condition of the record specifying whether the intervention (activity) is intended to happen or has happened. Values align with BRIDG pillars (e.g., scheduled context, performed context) and HL7 activity moods (e.g., intent, event). Examples: ""SCHEDULED"", ""PERFORMED"".","Char","Record Qualifier","Perm","","C125923","https://ct.d4k.dk/cdisc/dataset/sc/2018-12-21/sdtm/C125923"
"158","https://sdtm.d4k.dk/ig/EC/ECCAT","4854e5d1-f23c-41dc-9df9-54d3591f185e","Category of Treatment","ECCAT","12","Used to define a category of related ECTRT values.","Char","Grouping Qualifier","Perm","","",""
"159","https://sdtm.d4k.dk/ig/EC/ECSCAT","e37d8c92-1849-4de2-a30e-dd2e493498f0","Subcategory of Treatment","ECSCAT","13","A further categorization of ECCAT values.","Char","Grouping Qualifier","Perm","","",""
"160","https://sdtm.d4k.dk/ig/EC/ECPRESP","2b19ce5d-4b65-466e-9551-e3fb64af41c0","Pre-Specified","ECPRESP","14","Used when a specific intervention is prespecified. Values should be ""Y"" or null.","Char","Variable Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"161","https://sdtm.d4k.dk/ig/EC/ECOCCUR","c2f1dd3b-8ed4-4b90-a4b2-af766b66364c","Occurrence","ECOCCUR","15","Used to indicate whether a treatment occurred when information about the occurrence is solicited. ECOCCUR = ""N"" when a treatment was not taken, not given, or missed.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"162","https://sdtm.d4k.dk/ig/EC/ECREASOC","d645a2b3-9ce3-481f-80ca-f4eb5aa8a1df","Reason for Occur Value","ECREASOC","16","The reason for the value in --OCCUR. If --OCCUR = ""N"", this is the reason the exposure did not occur.","Char","Record Qualifier","Perm","","",""
"163","https://sdtm.d4k.dk/ig/EC/ECDOSE","1bc24c4f-1060-4198-8408-a617ad00a8f2","Dose","ECDOSE","17","Amount of ECTRT when numeric. Not populated when ECDOSTXT is populated.","Num","Record Qualifier","Exp","","",""
"164","https://sdtm.d4k.dk/ig/EC/ECDOSTXT","18edf282-d040-488f-be80-bb83c00e2879","Dose Description","ECDOSTXT","18","Amount of ECTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: ""200-400"". Not populated when ECDOSE is populated.","Char","Record Qualifier","Perm","","",""
"165","https://sdtm.d4k.dk/ig/EC/ECDOSU","a94b4c12-2b59-409c-950b-42a84f90052b","Dose Units","ECDOSU","19","Units for ECDOSE, ECDOSTOT, or ECDOSTXT.","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"166","https://sdtm.d4k.dk/ig/EC/ECDOSFRM","601b389c-3c9e-47d3-9bd0-076bc8397f81","Dose Form","ECDOSFRM","20","Dose form for ECTRT. Examples: ""TABLET"", ""LOTION"".","Char","Variable Qualifier","Exp","","C66726","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C66726"
"167","https://sdtm.d4k.dk/ig/EC/ECDOSFRQ","c8ba85a7-d13d-4769-b045-a26f43cf59b4","Dosing Frequency per Interval","ECDOSFRQ","21","Usually expressed as the number of repeated administrations of ECDOSE within a specific time period. Examples: ""Q2H"", ""QD"", ""BID"".","Char","Record Qualifier","Perm","","C71113","https://ct.d4k.dk/cdisc/dataset/sc/2015-12-18/sdtm/C71113"
"168","https://sdtm.d4k.dk/ig/EC/ECDOSTOT","27e5daa1-0700-4491-822b-8683da8881a5","Total Daily Dose","ECDOSTOT","22","Total daily dose of ECTRT using the units in ECDOSU. Used when dosing is collected as total daily dose.","Num","Record Qualifier","Perm","","",""
"169","https://sdtm.d4k.dk/ig/EC/ECDOSRGM","c2d633bb-2fa5-4974-939e-55d58cd74496","Intended Dose Regimen","ECDOSRGM","23","Text description of the intended schedule or regimen for the Intervention. Example: ""TWO WEEKS ON"", ""TWO WEEKS OFF"".","Char","Record Qualifier","Perm","","",""
"170","https://sdtm.d4k.dk/ig/EC/ECROUTE","d04acca8-777c-4eea-91f8-b41eda0cad42","Route of Administration","ECROUTE","24","Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".","Char","Variable Qualifier","Perm","","C66729","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/send/C66729"
"171","https://sdtm.d4k.dk/ig/EC/ECLOT","aa022509-adca-4ba6-ab49-8beb0226e616","Lot Number","ECLOT","25","Lot number of the ECTRT product.","Char","Record Qualifier","Perm","","",""
"172","https://sdtm.d4k.dk/ig/EC/ECLOC","e7214986-8994-4ca3-baaf-e6dfa6198eae","Location of Dose Administration","ECLOC","26","Specifies location of administration. Example: ""ARM"", ""LIP"".","Char","Record Qualifier","Perm","","C74456","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C74456"
"173","https://sdtm.d4k.dk/ig/EC/ECLAT","7ef1759e-e920-4ceb-b13e-e595fb7124da","Laterality","ECLAT","27","Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: ""LEFT"", ""RIGHT"".","Char","Variable Qualifier","Perm","","C99073","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C99073"
"174","https://sdtm.d4k.dk/ig/EC/ECDIR","484137c9-2a31-4159-a01f-b5c515f709c3","Directionality","ECDIR","28","Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"", ""UPPER"".","Char","Variable Qualifier","Perm","","C99074","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/sdtm/C99074"
"175","https://sdtm.d4k.dk/ig/EC/ECPORTOT","8d6400f7-9266-4ec9-9814-76db979aee21","Portion or Totality","ECPORTOT","29","Qualifier for anatomical location further detailing distribution (i.e., arrangement of, apportioning of). Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"".","Char","Variable Qualifier","Perm","","C99075","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C99075"
"176","https://sdtm.d4k.dk/ig/EC/ECFAST","fb26972f-215f-4940-b202-7c4cb09d6a60","Fasting Status","ECFAST","30","Indicator used to identify fasting status. Examples: ""Y"", ""N"".","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"177","https://sdtm.d4k.dk/ig/EC/ECPSTRG","8a33ebff-c60b-496d-b89e-b9d8b7a1ffaf","Pharmaceutical Strength","ECPSTRG","31","Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form.","Num","Record Qualifier","Perm","","",""
"178","https://sdtm.d4k.dk/ig/EC/ECPSTRGU","973b80bb-0e0d-4e3a-ab7c-1ed4d8a1efce","Pharmaceutical Strength Units","ECPSTRGU","32","Unit for ECPSTRG. Examples: ""mg/TABLET"", ""mg/mL"".","Char","Variable Qualifier","Perm","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"179","https://sdtm.d4k.dk/ig/EC/ECADJ","664f3ea6-2179-47ec-9226-5c2f0ff11613","Reason for Dose Adjustment","ECADJ","33","Describes reason or explanation of why a dose is adjusted.","Char","Record Qualifier","Perm","","",""
"180","https://sdtm.d4k.dk/ig/EC/TAETORD","7f4c91e7-6d83-40ad-9403-5259a56170f5","Planned Order of Element within Arm","TAETORD","34","Number that gives the planned order of the element within the arm.","Num","Timing","Perm","","",""
"181","https://sdtm.d4k.dk/ig/EC/EPOCH","7e5b6561-f1de-42f4-8894-04152dac10de","Epoch","EPOCH","35","Trial epoch of the exposure as collected record. Examples: ""RUN-IN"", ""TREATMENT"".","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"182","https://sdtm.d4k.dk/ig/EC/ECSTDTC","e20b8a98-074b-4997-a5c3-fd68a4725d31","Start Date/Time of Treatment","ECSTDTC","36","The date/time when administration of the treatment indicated by ECTRT and ECDOSE began.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"183","https://sdtm.d4k.dk/ig/EC/ECENDTC","df64982b-12ed-4453-9310-ad65c6f1beee","End Date/Time of Treatment","ECENDTC","37","The date/time when administration of the treatment indicated by ECTRT and ECDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, ECSTDTC should be copied to ECENDTC as the standard representation.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"184","https://sdtm.d4k.dk/ig/EC/ECSTDY","4b179f7a-ac0f-47b7-9507-f46d663270b5","Study Day of Start of Treatment","ECSTDY","38","Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.","Num","Timing","Perm","","",""
"185","https://sdtm.d4k.dk/ig/EC/ECENDY","61ac07ca-b263-4ed8-a87b-2ecaba3975f4","Study Day of End of Treatment","ECENDY","39","Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.","Num","Timing","Perm","","",""
"186","https://sdtm.d4k.dk/ig/EC/ECDUR","214acfdc-620c-491d-ae66-1f35ad0299f4","Duration of Treatment","ECDUR","40","Collected duration of administration. Used only if collected on the CRF and not derived from start and end date/times.","Char","Timing","Perm","ISO 8601 duration","",""
"187","https://sdtm.d4k.dk/ig/EC/ECTPT","a205e461-5e28-4ccb-8c45-002a2bccc1f5","Planned Time Point Name","ECTPT","41","Text description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.","Char","Timing","Perm","","",""
"188","https://sdtm.d4k.dk/ig/EC/ECTPTNUM","09862e35-38b8-4bc5-bef4-79bb518218d9","Planned Time Point Number","ECTPTNUM","42","Numerical version of ECTPT to aid in sorting.","Num","Timing","Perm","","",""
"189","https://sdtm.d4k.dk/ig/EC/ECELTM","414e16e1-1040-4bb5-b286-08ebdd576903","Planned Elapsed Time from Time Point Ref","ECELTM","43","Planned elapsed time relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time.","Char","Timing","Perm","ISO 8601 duration","",""
"190","https://sdtm.d4k.dk/ig/EC/ECTPTREF","2bb76a93-47dc-4885-a28f-b2fe9802f0db","Time Point Reference","ECTPTREF","44","Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".","Char","Timing","Perm","","",""
"191","https://sdtm.d4k.dk/ig/EC/ECRFTDTC","17788d48-e34d-40f8-b1dd-44aebb307e7f","Date/Time of Reference Time Point","ECRFTDTC","45","Date/time for a fixed reference time point defined by ECTPTREF.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"192","https://sdtm.d4k.dk/ig/EX/STUDYID","3fb37aad-06e5-4c6c-9714-9b091abcdc2c","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"193","https://sdtm.d4k.dk/ig/EX/DOMAIN","38af5384-a828-49cd-af28-6bb12b09573c","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"194","https://sdtm.d4k.dk/ig/EX/USUBJID","33782d37-f067-4b87-8e81-cec7d5102327","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"195","https://sdtm.d4k.dk/ig/EX/EXSEQ","307cca6a-6510-46ff-b0a2-be42990a048d","Sequence Number","EXSEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"196","https://sdtm.d4k.dk/ig/EX/EXGRPID","d57e25de-cf05-45b4-9717-a85f22811d79","Group ID","EXGRPID","5","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"197","https://sdtm.d4k.dk/ig/EX/EXREFID","c8fd392d-d35a-4789-be47-b45a00361ff4","Reference ID","EXREFID","6","Internal or external identifier (e.g., kit number, bottle label, vial identifier).","Char","Identifier","Perm","","",""
"198","https://sdtm.d4k.dk/ig/EX/EXSPID","a3f2ba02-af3b-4be1-be85-e811458ee5c8","Sponsor-Defined Identifier","EXSPID","7","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF page.","Char","Identifier","Perm","","",""
"199","https://sdtm.d4k.dk/ig/EX/EXLNKID","0f8dbf5d-a1dc-4a5c-bb2f-27ec71b9254b","Link ID","EXLNKID","8","Identifier used to link related records across domains.","Char","Identifier","Perm","","",""
"200","https://sdtm.d4k.dk/ig/EX/EXLNKGRP","910cc721-15b3-411c-bbc2-c069ad9e4d3d","Link Group ID","EXLNKGRP","9","Identifier used to link related, grouped records across domains.","Char","Identifier","Perm","","",""
"201","https://sdtm.d4k.dk/ig/EX/EXTRT","97c79e19-77b1-4a0f-a5a2-58fe84d5905f","Name of Treatment","EXTRT","10","Name of the protocol-specified study treatment given during the dosing period for the observation.","Char","Topic","Req","","",""
"202","https://sdtm.d4k.dk/ig/EX/EXCAT","cac7f8d5-6bd3-4f92-9b47-ba0e8faf2f2b","Category of Treatment","EXCAT","11","Used to define a category of EXTRT values.","Char","Grouping Qualifier","Perm","","",""
"203","https://sdtm.d4k.dk/ig/EX/EXSCAT","4bcb011d-3715-4a6b-b4f1-eb002d7d6715","Subcategory of Treatment","EXSCAT","12","A further categorization of EXCAT values.","Char","Grouping Qualifier","Perm","","",""
"204","https://sdtm.d4k.dk/ig/EX/EXDOSE","dde31169-c03f-4d10-93a4-7387deafe860","Dose","EXDOSE","13","Amount of EXTRT when numeric. Not populated when EXDOSTXT is populated.","Num","Record Qualifier","Exp","","",""
"205","https://sdtm.d4k.dk/ig/EX/EXDOSTXT","2d87391d-e685-4e91-b9af-c5581cab44c2","Dose Description","EXDOSTXT","14","Amount of EXTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: ""200-400"". Not populated when EXDOSE is populated.","Char","Record Qualifier","Perm","","",""
"206","https://sdtm.d4k.dk/ig/EX/EXDOSU","780ed102-e954-4ab2-9f60-71d80353cce8","Dose Units","EXDOSU","15","Units for EXDOSE, EXDOSTOT, or EXDOSTXT representing protocol-specified values. Examples: ""ng"", ""mg"", ""mg/kg"", ""mg/m2"".","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"207","https://sdtm.d4k.dk/ig/EX/EXDOSFRM","86d77d6d-9b86-4976-8d7b-a7b3faa55ded","Dose Form","EXDOSFRM","16","Dose form for EXTRT. Examples: ""TABLET"", ""LOTION"".","Char","Variable Qualifier","Exp","","C66726","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C66726"
"208","https://sdtm.d4k.dk/ig/EX/EXDOSFRQ","566f626b-6dc4-4f5d-9474-683d95e3bdf1","Dosing Frequency per Interval","EXDOSFRQ","17","Usually expressed as the number of repeated administrations of EXDOSE within a specific time period. Examples: ""Q2H"", ""QD"", ""BID"".","Char","Record Qualifier","Perm","","C71113","https://ct.d4k.dk/cdisc/dataset/sc/2015-12-18/sdtm/C71113"
"209","https://sdtm.d4k.dk/ig/EX/EXDOSRGM","9c31196c-12b0-4681-9995-f66d1a919c00","Intended Dose Regimen","EXDOSRGM","18","Text description of the intended schedule or regimen for the Intervention. Example: ""TWO WEEKS ON, TWO WEEKS OFF"".","Char","Record Qualifier","Perm","","",""
"210","https://sdtm.d4k.dk/ig/EX/EXROUTE","9270b12b-2335-4f50-a185-43a4b61e7f48","Route of Administration","EXROUTE","19","Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".","Char","Variable Qualifier","Perm","","C66729","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/send/C66729"
"211","https://sdtm.d4k.dk/ig/EX/EXLOT","62efe002-9a42-4b48-a33a-8987550f592e","Lot Number","EXLOT","20","Lot number of the intervention product.","Char","Record Qualifier","Perm","","",""
"212","https://sdtm.d4k.dk/ig/EX/EXLOC","690ff803-7764-4a52-be8b-c7dd6440858e","Location of Dose Administration","EXLOC","21","Specifies location of administration. Examples: ""ARM"", ""LIP"".","Char","Record Qualifier","Perm","","C74456","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C74456"
